Feature,Importance
MotivationScore,0.31992914470275335
Age,0.26233169000368145
EnglishProficiency,0.18317506661262
InternshipGrade,0.14714514467415607
Confidence,0.04622908103572316
TestAnxiety,0.041189872971065924
EmploymentStatus,0.0
Gender,0.0
StudyHours,0.0
SleepHours,0.0
IncomeLevel,0.0
MockExamScore,0.0
Scholarship,0.0
GPA,0.0
SocialSupport,0.0
ReviewCenter,0.0
